gene,ev1,weight,rank
OR5P3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5T1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C6,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C65,(0.005774343333090056+0j),0.005774343333090056,6505.0
FTHL17,(0.005774343333090056+0j),0.005774343333090056,6505.0
FTMT,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXC2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PLXDC2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C68,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C70,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C74,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C75,(0.005774343333090056+0j),0.005774343333090056,6505.0
PLSCR5,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXN4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDHB4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C76,(0.005774343333090056+0j),0.005774343333090056,6505.0
PM20D1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C2,(0.005774343333090056+0j),0.005774343333090056,6505.0
GARIN5B,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5T2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5T3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5V1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5W2,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAL,(0.005774343333090056+0j),0.005774343333090056,6505.0
PMIS2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDHB3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6B1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6B2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6B3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR6C1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CITED1,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXD1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PLAAT1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR8K1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5D13,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXE3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNBD1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GALNT17,(0.005774343333090056+0j),0.005774343333090056,6505.0
PGBD5,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPHXL,(0.005774343333090056+0j),0.005774343333090056,6505.0
G6PC2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PABPC3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNGA2,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAB4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PGA5,(0.005774343333090056+0j),0.005774343333090056,6505.0
PGA4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PFN3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNGA3,(0.005774343333090056+0j),0.005774343333090056,6505.0
PABPC1L2B,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNTNAP3C,(0.005774343333090056+0j),0.005774343333090056,6505.0
PABPC1L2A,(0.005774343333090056+0j),0.005774343333090056,6505.0
PGK2,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXF1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PF4V1,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXB2,(0.005774343333090056+0j),0.005774343333090056,6505.0
GALNT15,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLXN,(0.005774343333090056+0j),0.005774343333090056,6505.0
PHGR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CMC4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PHF21B,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTUD6A,(0.005774343333090056+0j),0.005774343333090056,6505.0
PABPC5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTX2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OVCA2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDCL2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OVCH1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CMTM5,(0.005774343333090056+0j),0.005774343333090056,6505.0
PGR,(0.005774343333090056+0j),0.005774343333090056,6505.0
PGPEP1L,(0.005774343333090056+0j),0.005774343333090056,6505.0
PABPC4L,(0.005774343333090056+0j),0.005774343333090056,6505.0
OXT,(0.005774343333090056+0j),0.005774343333090056,6505.0
PF4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PLA2G7,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDX1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPA6,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPA3,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRA5,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDK4,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRA6,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNRIP1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDIA2,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRD,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXD4L4,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNTN3,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRB3,(0.005774343333090056+0j),0.005774343333090056,6505.0
P3R3URF-PIK3R3,(0.005774343333090056+0j),0.005774343333090056,6505.0
P3R3URF,(0.005774343333090056+0j),0.005774343333090056,6505.0
GALP,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDE7B,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDPN,(0.005774343333090056+0j),0.005774343333090056,6505.0
P2RY13,(0.005774343333090056+0j),0.005774343333090056,6505.0
COX7B2,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRA3,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXD4L3,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRG3,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXD4L6,(0.005774343333090056+0j),0.005774343333090056,6505.0
GALNT5,(0.005774343333090056+0j),0.005774343333090056,6505.0
PENK,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXD4L5,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRA1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PEDS1-UBE2V1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNTNAP3B,(0.005774343333090056+0j),0.005774343333090056,6505.0
GALNTL5,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRA2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDZD3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPA1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PDYN,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPB1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PHOX2B,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOLR3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTOS,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9G4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9K2,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOLH1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAK3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9Q1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9Q2,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC1B,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC20A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC2A,(0.005774343333090056+0j),0.005774343333090056,6505.0
ORM1,(0.005774343333090056+0j),0.005774343333090056,6505.0
FXYD6-FXYD2,(0.005774343333090056+0j),0.005774343333090056,6505.0
CORO7-PAM16,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOLR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OSBPL1A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC4D,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCP4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9H1P,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC19A,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXI1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9G1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR8K3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR8K5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR8U1,(0.005774343333090056+0j),0.005774343333090056,6505.0
COL14A1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR8U3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC12A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC12B,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC14A,(0.005774343333090056+0j),0.005774343333090056,6505.0
PLA2G2E,(0.005774343333090056+0j),0.005774343333090056,6505.0
PLA2G1B,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9A2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR9A4,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAD2,(0.005774343333090056+0j),0.005774343333090056,6505.0
COL12A1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAK5,(0.005774343333090056+0j),0.005774343333090056,6505.0
GABRR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PITX2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OSBPL5,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC4F,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCSK9,(0.005774343333090056+0j),0.005774343333090056,6505.0
PIGY,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXI3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLPS,(0.005774343333090056+0j),0.005774343333090056,6505.0
PID1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTOG,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTOL1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLRN1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GALNT13,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLRN2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTOP1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLRN3,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCYT1B,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTOR,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXI2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PADI6,(0.005774343333090056+0j),0.005774343333090056,6505.0
FZD10,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPLX3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC9A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC5A,(0.005774343333090056+0j),0.005774343333090056,6505.0
PIRT,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCSK1N,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCSK2,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC6A,(0.005774343333090056+0j),0.005774343333090056,6505.0
CLEC7A,(0.005774343333090056+0j),0.005774343333090056,6505.0
PIP,(0.005774343333090056+0j),0.005774343333090056,6505.0
OTC,(0.005774343333090056+0j),0.005774343333090056,6505.0
COBLL1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAGE5,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPN2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAGE4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAGE3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPLX4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5D14,(0.005774343333090056+0j),0.005774343333090056,6505.0
CNTN5,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAX2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51F1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K15,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52B4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51F2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4P4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K2,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXS1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GATA2,(0.005774343333090056+0j),0.005774343333090056,6505.0
FRG2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDH11X,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52R1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K3,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12H,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR56A1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AP2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AN1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51L1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12G,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12C,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAX4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4Q2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AU1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51E1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AS1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12J,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDH11Y,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHST1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51M1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52B2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12D,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52N1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K13,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K14,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAX3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPVL,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51E2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52E4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4K5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52E2,(0.005774343333090056+0j),0.005774343333090056,6505.0
PODN,(0.005774343333090056+0j),0.005774343333090056,6505.0
FPR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
POTEB,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR56A5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AC2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AC1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4M2,(0.005774343333090056+0j),0.005774343333090056,6505.0
FNDC4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51B2,(0.005774343333090056+0j),0.005774343333090056,6505.0
COL4A1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5A1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51I2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51I1,(0.005774343333090056+0j),0.005774343333090056,6505.0
POTEA,(0.005774343333090056+0j),0.005774343333090056,6505.0
FRG2B,(0.005774343333090056+0j),0.005774343333090056,6505.0
POPDC3,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAX7,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4M1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51G2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR56A4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR56A3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHST9,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4N4C,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHST8,(0.005774343333090056+0j),0.005774343333090056,6505.0
POM121L12,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4L1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4N5,(0.005774343333090056+0j),0.005774343333090056,6505.0
FRZB,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AL1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AK3P,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHURC1-FNTB,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHRNA7,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5AK2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51G1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4N4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52D1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4N2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52E1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4M2B,(0.005774343333090056+0j),0.005774343333090056,6505.0
FOXR2,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHSY3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51C1P,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52K1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDH7,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5B17,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51A7,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDH17,(0.005774343333090056+0j),0.005774343333090056,6505.0
GARIN6,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDH20,(0.005774343333090056+0j),0.005774343333090056,6505.0
COL6A5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F21,(0.005774343333090056+0j),0.005774343333090056,6505.0
POTEB3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52K2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51T1,(0.005774343333090056+0j),0.005774343333090056,6505.0
FSCB,(0.005774343333090056+0j),0.005774343333090056,6505.0
PNPLA5,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHST13,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12E,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4S2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52E8,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F29,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51A4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5B12,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52A1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51S1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52J3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHRNB3,(0.005774343333090056+0j),0.005774343333090056,6505.0
CIDEA,(0.005774343333090056+0j),0.005774343333090056,6505.0
CPXCR1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE2A,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52A5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51A2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4X1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4X2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51D1,(0.005774343333090056+0j),0.005774343333090056,6505.0
CHST3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5C1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52E5,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51Q1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52M1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52L1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51B4,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE13,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR52E6,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR5BS1P,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F6,(0.005774343333090056+0j),0.005774343333090056,6505.0
PAX1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F5,(0.005774343333090056+0j),0.005774343333090056,6505.0
POTEC,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4Q3,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51B6,(0.005774343333090056+0j),0.005774343333090056,6505.0
CIB4,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F4,(0.005774343333090056+0j),0.005774343333090056,6505.0
PBOV1,(0.005774343333090056+0j),0.005774343333090056,6505.0
PCDH9,(0.005774343333090056+0j),0.005774343333090056,6505.0
POTEB2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR51V1,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4F17,(0.005774343333090056+0j),0.005774343333090056,6505.0
FPR2,(0.005774343333090056+0j),0.005774343333090056,6505.0
OR4S1,(0.005774343333090056+0j),0.005774343333090056,6505.0
GAGE12F,(0.005774343333090056+0j),0.005774343333090056,6505.0
AADACL3,(0.00577434333309005+0j),0.00577434333309005,4958.0
AADACL2,(0.005774343333090048+0j),0.005774343333090048,4957.0
OCIAD2,(0.005773850300708168+0j),0.005773850300708168,4956.0
COX19,(0.005773186968122045+0j),0.005773186968122045,4955.0
ATP8A1,(0.005773136278928066+0j),0.005773136278928066,4954.0
DPF1,(0.005772650748233562+0j),0.005772650748233562,4953.0
DEGS2,(0.005772644023136495+0j),0.005772644023136495,4952.0
NLRC4,(0.005772470051298563+0j),0.005772470051298563,4951.0
GFER,(0.005772053363022756+0j),0.005772053363022756,4950.0
RDH5,(0.005771349758403445+0j),0.005771349758403445,4949.0
ALKBH4,(0.005771321686425862+0j),0.005771321686425862,4948.0
VAV2,(0.005771196769748183+0j),0.005771196769748183,4947.0
TMEM79,(0.005771029404172996+0j),0.005771029404172996,4946.0
MFSD11,(0.005770571066050507+0j),0.005770571066050507,4945.0
CDC42BPB,(0.005770477027334918+0j),0.005770477027334918,4944.0
ZNF417,(0.0057704195745791765+0j),0.0057704195745791765,4943.0
SMARCC2,(0.00577025225470515+0j),0.00577025225470515,4942.0
TMEM11,(0.005770189128547722+0j),0.005770189128547722,4941.0
CD101,(0.005769734326201433+0j),0.005769734326201433,4940.0
PPP1R35,(0.005769255841440319+0j),0.005769255841440319,4939.0
SMDT1,(0.005769052781659436+0j),0.005769052781659436,4938.0
ERCC1,(0.005768833876385898+0j),0.005768833876385898,4937.0
RAB43,(0.005768410671839574+0j),0.005768410671839574,4936.0
TOM1,(0.005768382568178722+0j),0.005768382568178722,4935.0
PISD,(0.005767924475271105+0j),0.005767924475271105,4934.0
EAF2,(0.005767899836181077+0j),0.005767899836181077,4933.0
TSPYL5,(0.005767402029867787+0j),0.005767402029867787,4932.0
THTPA,(0.005766673053201416+0j),0.005766673053201416,4931.0
ZNF174,(0.005766639128241862+0j),0.005766639128241862,4930.0
POLR2F,(0.005766499200188736+0j),0.005766499200188736,4929.0
IFRD1,(0.0057660683596112+0j),0.0057660683596112,4928.0
GGA2,(0.005765798718273579+0j),0.005765798718273579,4927.0
GSK3A,(0.005765658975259251+0j),0.005765658975259251,4926.0
ALS2,(0.005765625256841492+0j),0.005765625256841492,4925.0
GDF9,(0.005765286369734925+0j),0.005765286369734925,4924.0
RANBP3,(0.00576526466598659+0j),0.00576526466598659,4923.0
ZMIZ1,(0.005765220138607315+0j),0.005765220138607315,4922.0
ATG16L2,(0.00576489827362202+0j),0.00576489827362202,4921.0
ZNF649,(0.00576488492621872+0j),0.00576488492621872,4920.0
FBXO21,(0.005764829167628574+0j),0.005764829167628574,4919.0
B4GAT1,(0.0057641280819299996+0j),0.0057641280819299996,4918.0
ZBTB7B,(0.005763748841622153+0j),0.005763748841622153,4917.0
ZNF502,(0.005763316924083721+0j),0.005763316924083721,4916.0
PGBD4,(0.005762615130950458+0j),0.005762615130950458,4915.0
OPN3,(0.005762349544280328+0j),0.005762349544280328,4914.0
FSCN1,(0.0057620237089374094+0j),0.0057620237089374094,4913.0
RNF31,(0.00576180750074669+0j),0.00576180750074669,4912.0
C3,(0.005761767714012453+0j),0.005761767714012453,4911.0
SNX21,(0.005761765489091824+0j),0.005761765489091824,4910.0
FUCA1,(0.0057612590298034925+0j),0.0057612590298034925,4909.0
EBF1,(0.005761154060412727+0j),0.005761154060412727,4908.0
NAPSA,(0.005760849826030062+0j),0.005760849826030062,4907.0
IL3RA,(0.005760777512330282+0j),0.005760777512330282,4906.0
ZBTB8A,(0.005760567789738088+0j),0.005760567789738088,4905.0
GRIPAP1,(0.005760329329637936+0j),0.005760329329637936,4904.0
PIP4K2C,(0.00576030796842541+0j),0.00576030796842541,4903.0
TMEM185A,(0.005760255836721644+0j),0.005760255836721644,4902.0
MBP,(0.005759588752836227+0j),0.005759588752836227,4901.0
AQP11,(0.0057593112677753674+0j),0.0057593112677753674,4900.0
CHRNA2,(0.005759122519179943+0j),0.005759122519179943,4899.0
ZNF432,(0.00575906775340338+0j),0.00575906775340338,4898.0
SLC20A2,(0.005759021750091757+0j),0.005759021750091757,4897.0
ZGPAT,(0.005759011548197014+0j),0.005759011548197014,4896.0
SPIN2B,(0.005758812902508764+0j),0.005758812902508764,4895.0
TMEM129,(0.005758751549229923+0j),0.005758751549229923,4894.0
NEU4,(0.005758670827774282+0j),0.005758670827774282,4893.0
PARP8,(0.005758625414019022+0j),0.005758625414019022,4892.0
IGHMBP2,(0.005758547682375809+0j),0.005758547682375809,4891.0
PLCG2,(0.005757920577130371+0j),0.005757920577130371,4890.0
SORL1,(0.005757622007596662+0j),0.005757622007596662,4889.0
FIZ1,(0.005757279193428048+0j),0.005757279193428048,4888.0
ARHGAP9,(0.005757000675666283+0j),0.005757000675666283,4887.0
SNTA1,(0.005756794864991602+0j),0.005756794864991602,4886.0
LZTFL1,(0.005756666568525402+0j),0.005756666568525402,4885.0
UBTF,(0.005756324603084497+0j),0.005756324603084497,4884.0
SSU72,(0.005755881120881767+0j),0.005755881120881767,4883.0
ZNF17,(0.005755372360535711+0j),0.005755372360535711,4882.0
SERPINB8,(0.0057553434428587145+0j),0.0057553434428587145,4881.0
KCNA3,(0.005755306024285973+0j),0.005755306024285973,4880.0
ZNF439,(0.005755041080036754+0j),0.005755041080036754,4879.0
DNAJC5,(0.005755004113190768+0j),0.005755004113190768,4878.0
IRF2BP1,(0.005754746313497043+0j),0.005754746313497043,4877.0
TBC1D10A,(0.005754616500967586+0j),0.005754616500967586,4876.0
JOSD1,(0.0057544294180395614+0j),0.0057544294180395614,4875.0
CAVIN4,(0.005754253022454011+0j),0.005754253022454011,4874.0
RNF146,(0.00575369181314724+0j),0.00575369181314724,4873.0
BOD1L1,(0.005753627252998886+0j),0.005753627252998886,4872.0
ZCCHC2,(0.005753552488290002+0j),0.005753552488290002,4871.0
PSD,(0.0057534884915144335+0j),0.0057534884915144335,4870.0
