gene,ev1,weight,rank
SERPINE3,(0.008337415511308493+0j),0.008337415511308493,17673.0
MYO10,(0.008337053722447281+0j),0.008337053722447281,17672.0
CDC14A,(0.008335981171422225+0j),0.008335981171422225,17671.0
CHGA,(0.008333701760998905+0j),0.008333701760998905,17670.0
STAB1,(0.008333015436946981+0j),0.008333015436946981,17669.0
STON2,(0.008332978619179515+0j),0.008332978619179515,17668.0
BCAT1,(0.008332657315668637+0j),0.008332657315668637,17667.0
CYTH2,(0.00832953291230371+0j),0.00832953291230371,17666.0
NYX,(0.008328436097801113+0j),0.008328436097801113,17665.0
SLC22A13,(0.008327961164910684+0j),0.008327961164910684,17664.0
CASP3,(0.008326883807517562+0j),0.008326883807517562,17663.0
TUBB2A,(0.008326256988782522+0j),0.008326256988782522,17662.0
MAB21L2,(0.008325922191835328+0j),0.008325922191835328,17661.0
TLN2,(0.008324783559761817+0j),0.008324783559761817,17660.0
TNFRSF21,(0.008324045029069582+0j),0.008324045029069582,17659.0
PDS5B,(0.008323287592676297+0j),0.008323287592676297,17658.0
SLC12A5,(0.008322981306146952+0j),0.008322981306146952,17657.0
DCLRE1C,(0.008322435618880892+0j),0.008322435618880892,17656.0
SLC35F4,(0.008319090848601206+0j),0.008319090848601206,17655.0
BFSP1,(0.008317524747300738+0j),0.008317524747300738,17654.0
PUM2,(0.008317261083448593+0j),0.008317261083448593,17653.0
NUP93,(0.008316922231812553+0j),0.008316922231812553,17652.0
KCNQ2,(0.008314874848958908+0j),0.008314874848958908,17651.0
TUBB6,(0.008314041778321096+0j),0.008314041778321096,17650.0
PRR36,(0.008313729164049792+0j),0.008313729164049792,17649.0
TMEM119,(0.008313287142282981+0j),0.008313287142282981,17648.0
OCA2,(0.008312498685004362+0j),0.008312498685004362,17647.0
UGDH,(0.008311370648061218+0j),0.008311370648061218,17646.0
BHMT,(0.008311062092329805+0j),0.008311062092329805,17645.0
GPR176,(0.008309532552139598+0j),0.008309532552139598,17644.0
GRIN2A,(0.008309076645128043+0j),0.008309076645128043,17643.0
SNRPD1,(0.008304873669913667+0j),0.008304873669913667,17642.0
SLC25A5,(0.008304772118447558+0j),0.008304772118447558,17641.0
YIPF5,(0.008303898100940671+0j),0.008303898100940671,17640.0
SPATA9,(0.008303706131270381+0j),0.008303706131270381,17639.0
MRPL35,(0.008302933873532972+0j),0.008302933873532972,17638.0
ERAL1,(0.008300911611913828+0j),0.008300911611913828,17637.0
C6orf58,(0.008300483352024698+0j),0.008300483352024698,17636.0
JAKMIP2,(0.008296802031339735+0j),0.008296802031339735,17635.0
B4GALNT1,(0.008293661206928525+0j),0.008293661206928525,17634.0
FDPS,(0.008293523855847817+0j),0.008293523855847817,17633.0
B4GALT6,(0.00829317495527758+0j),0.00829317495527758,17632.0
PRDM13,(0.008292149880094838+0j),0.008292149880094838,17631.0
CHTF18,(0.008291601971334005+0j),0.008291601971334005,17630.0
GPR161,(0.008291526132686373+0j),0.008291526132686373,17629.0
TMEM245,(0.008291445053325889+0j),0.008291445053325889,17628.0
NDUFV2,(0.008291414599674448+0j),0.008291414599674448,17627.0
KCTD9,(0.008291097432191868+0j),0.008291097432191868,17626.0
DNAJC18,(0.00829069515079693+0j),0.00829069515079693,17625.0
NUP98,(0.008290055974684619+0j),0.008290055974684619,17624.0
COP1,(0.008289312781833931+0j),0.008289312781833931,17623.0
CRYBG1,(0.008287601704407772+0j),0.008287601704407772,17622.0
LAP3,(0.008285561937838797+0j),0.008285561937838797,17621.0
CEP192,(0.008285548296564324+0j),0.008285548296564324,17620.0
PEX19,(0.008285311422527268+0j),0.008285311422527268,17619.0
TVP23A,(0.008284703947468951+0j),0.008284703947468951,17618.0
ACTRT3,(0.008284008903504154+0j),0.008284008903504154,17617.0
SRSF3,(0.008283856881003476+0j),0.008283856881003476,17616.0
KIDINS220,(0.008283490379665087+0j),0.008283490379665087,17615.0
TNNI2,(0.008278006108937442+0j),0.008278006108937442,17614.0
ZNF714,(0.008277203507920048+0j),0.008277203507920048,17613.0
AGPAT5,(0.008276773203671288+0j),0.008276773203671288,17612.0
PPP2R5D,(0.00827637190896688+0j),0.00827637190896688,17611.0
RALGAPA1,(0.008276286782215675+0j),0.008276286782215675,17610.0
LTK,(0.008275494117239891+0j),0.008275494117239891,17609.0
VSIG10L2,(0.008275388175430992+0j),0.008275388175430992,17608.0
STKLD1,(0.0082740017971567+0j),0.0082740017971567,17607.0
PFKFB4,(0.008273790236005635+0j),0.008273790236005635,17606.0
CHRM4,(0.008272504482381997+0j),0.008272504482381997,17605.0
TBL1XR1,(0.008272339405946079+0j),0.008272339405946079,17604.0
SSC5D,(0.00827106389618602+0j),0.00827106389618602,17603.0
WASF1,(0.008271001680491668+0j),0.008271001680491668,17602.0
GSTM1,(0.008270219071293541+0j),0.008270219071293541,17601.0
SASH1,(0.00827017688940246+0j),0.00827017688940246,17600.0
GEMIN2,(0.00827000916444976+0j),0.00827000916444976,17599.0
PI4K2B,(0.008268976425709153+0j),0.008268976425709153,17598.0
PAPSS1,(0.00826881416031529+0j),0.00826881416031529,17597.0
XRCC5,(0.008268686494959846+0j),0.008268686494959846,17596.0
MXRA5,(0.008268651344988493+0j),0.008268651344988493,17595.0
LAMTOR3,(0.00826672473421527+0j),0.00826672473421527,17594.0
PTPRM,(0.00826651647601082+0j),0.00826651647601082,17593.0
RPL26L1,(0.008266355486217554+0j),0.008266355486217554,17592.0
OTOA,(0.008265613804981522+0j),0.008265613804981522,17591.0
MS4A15,(0.00826500383913089+0j),0.00826500383913089,17590.0
THG1L,(0.00826440752071376+0j),0.00826440752071376,17589.0
TFRC,(0.00826387100192243+0j),0.00826387100192243,17588.0
ARHGAP18,(0.008262916687842443+0j),0.008262916687842443,17587.0
CCDC116,(0.008261963146022403+0j),0.008261963146022403,17586.0
ABCD3,(0.008260681777109074+0j),0.008260681777109074,17585.0
ADSS2,(0.008260459595569963+0j),0.008260459595569963,17584.0
ENPP2,(0.008260045295240133+0j),0.008260045295240133,17583.0
LURAP1L,(0.008259525675214876+0j),0.008259525675214876,17582.0
IRAG1,(0.008259458786456874+0j),0.008259458786456874,17581.0
SAAL1,(0.00825905314969073+0j),0.00825905314969073,17580.0
AAK1,(0.008258534848320178+0j),0.008258534848320178,17579.0
CPPED1,(0.00825745321662195+0j),0.00825745321662195,17578.0
UBTD2,(0.008255718525090784+0j),0.008255718525090784,17577.0
NEXN,(0.008255318363852437+0j),0.008255318363852437,17576.0
RAP2C,(0.008254502808223133+0j),0.008254502808223133,17575.0
RRM2B,(0.008252995278915395+0j),0.008252995278915395,17574.0
FBLN7,(0.008251899974896584+0j),0.008251899974896584,17573.0
GPN3,(0.008251391453240216+0j),0.008251391453240216,17572.0
FSBP,(0.008250423724019176+0j),0.008250423724019176,17571.0
PXDNL,(0.008246598811369826+0j),0.008246598811369826,17570.0
BTRC,(0.008246356279186162+0j),0.008246356279186162,17569.0
SFTA2,(0.008244007956343327+0j),0.008244007956343327,17568.0
TOP2B,(0.008243949771419283+0j),0.008243949771419283,17567.0
NRAS,(0.008243169687029065+0j),0.008243169687029065,17566.0
BTN3A2,(0.008242926116534757+0j),0.008242926116534757,17565.0
SP1,(0.008242202084323299+0j),0.008242202084323299,17564.0
TENM2,(0.008242159686627268+0j),0.008242159686627268,17563.0
SLC38A6,(0.00824187253356299+0j),0.00824187253356299,17562.0
MED20,(0.008239707629698346+0j),0.008239707629698346,17561.0
LYPD6B,(0.008238455570344382+0j),0.008238455570344382,17560.0
YPEL1,(0.008238282585434019+0j),0.008238282585434019,17559.0
HOXA2,(0.008236054757955415+0j),0.008236054757955415,17558.0
RADX,(0.008235457457212719+0j),0.008235457457212719,17557.0
STAM2,(0.008235303611792326+0j),0.008235303611792326,17556.0
GINS4,(0.008232388192092743+0j),0.008232388192092743,17555.0
CRLF3,(0.00823229592281308+0j),0.00823229592281308,17554.0
KLHL31,(0.008231887148887078+0j),0.008231887148887078,17553.0
RBL2,(0.008231822859579114+0j),0.008231822859579114,17552.0
ARHGEF40,(0.00823079268356521+0j),0.00823079268356521,17551.0
RSC1A1,(0.008230250114522211+0j),0.008230250114522211,17550.0
ADAMTSL2,(0.008229870348902617+0j),0.008229870348902617,17549.0
CYB5R2,(0.008228190715444512+0j),0.008228190715444512,17548.0
C1orf109,(0.008227217699253652+0j),0.008227217699253652,17547.0
SUGT1,(0.008227093263194532+0j),0.008227093263194532,17546.0
NUDCD1,(0.008225654311316314+0j),0.008225654311316314,17545.0
DOCK7,(0.008225645717286059+0j),0.008225645717286059,17544.0
VBP1,(0.008225630287967418+0j),0.008225630287967418,17543.0
MRPL18,(0.008225528649141643+0j),0.008225528649141643,17542.0
CLTC,(0.008224149450843828+0j),0.008224149450843828,17541.0
CBX3,(0.008223096201297702+0j),0.008223096201297702,17540.0
ELMO1,(0.008222749671297021+0j),0.008222749671297021,17539.0
TMEM102,(0.008222478140700866+0j),0.008222478140700866,17538.0
FAM229B,(0.008221268326170034+0j),0.008221268326170034,17537.0
ISM2,(0.008220462979479171+0j),0.008220462979479171,17536.0
SEPTIN11,(0.008220431884110153+0j),0.008220431884110153,17535.0
EPRS1,(0.008220007115803504+0j),0.008220007115803504,17534.0
TCP1,(0.008219130920877423+0j),0.008219130920877423,17533.0
ORC2,(0.008217847135784996+0j),0.008217847135784996,17532.0
PCDHA9,(0.00821696394200884+0j),0.00821696394200884,17531.0
ZNF559-ZNF177,(0.008216167470805448+0j),0.008216167470805448,17530.0
RPA3,(0.008215842426619798+0j),0.008215842426619798,17529.0
METTL7B,(0.00821577163087433+0j),0.00821577163087433,17528.0
OXSR1,(0.00821486635300748+0j),0.00821486635300748,17527.0
MYADM,(0.008214338258526915+0j),0.008214338258526915,17526.0
ZDHHC12,(0.00821392842678726+0j),0.00821392842678726,17525.0
CDKN2AIPNL,(0.008213518728199245+0j),0.008213518728199245,17524.0
PHLDB2,(0.008212743308717935+0j),0.008212743308717935,17523.0
PTPN3,(0.008210052428042097+0j),0.008210052428042097,17522.0
NUP133,(0.00820998089059912+0j),0.00820998089059912,17521.0
BNIP3,(0.008209819956491853+0j),0.008209819956491853,17520.0
MTMR6,(0.008209812480667622+0j),0.008209812480667622,17519.0
IMPACT,(0.008209804884050381+0j),0.008209804884050381,17518.0
METTL15,(0.008208336692872647+0j),0.008208336692872647,17517.0
STK33,(0.008208076159238704+0j),0.008208076159238704,17516.0
ZW10,(0.008207296532342078+0j),0.008207296532342078,17515.0
PCNP,(0.008207190600403655+0j),0.008207190600403655,17514.0
MSMO1,(0.008205887922873984+0j),0.008205887922873984,17513.0
TAF11,(0.008205254040572063+0j),0.008205254040572063,17512.0
ALKBH1,(0.008205128247680535+0j),0.008205128247680535,17511.0
ZCCHC10,(0.008204233032866558+0j),0.008204233032866558,17510.0
SYCP2L,(0.008203198189329616+0j),0.008203198189329616,17509.0
INTS2,(0.008203188551263035+0j),0.008203188551263035,17508.0
GGT1,(0.008202908072630577+0j),0.008202908072630577,17507.0
C3orf80,(0.008202314761050733+0j),0.008202314761050733,17506.0
SELENOK,(0.008201496475378529+0j),0.008201496475378529,17505.0
DPYSL2,(0.008199415230950477+0j),0.008199415230950477,17504.0
BARD1,(0.008199229057587687+0j),0.008199229057587687,17503.0
CISD2,(0.008198963537090606+0j),0.008198963537090606,17502.0
OSTF1,(0.008198369728025038+0j),0.008198369728025038,17501.0
IGFBP7,(0.008197935877422187+0j),0.008197935877422187,17500.0
FXR1,(0.008196722464739306+0j),0.008196722464739306,17499.0
GOLGA6L6,(0.00819661221551951+0j),0.00819661221551951,17498.0
VIRMA,(0.008196524472358174+0j),0.008196524472358174,17497.0
SMAD2,(0.008196519596094526+0j),0.008196519596094526,17496.0
L3MBTL4,(0.008196493919726867+0j),0.008196493919726867,17495.0
XCL1,(0.008196413289658585+0j),0.008196413289658585,17494.0
NPC2,(0.00819619657848884+0j),0.00819619657848884,17493.0
RAB11A,(0.008194471421438313+0j),0.008194471421438313,17492.0
TFPI,(0.00819388435360682+0j),0.00819388435360682,17491.0
GHITM,(0.008193729446699263+0j),0.008193729446699263,17490.0
EIF2A,(0.008191298924863043+0j),0.008191298924863043,17489.0
CHMP3,(0.008189873574943128+0j),0.008189873574943128,17488.0
PIGU,(0.00818961855980489+0j),0.00818961855980489,17487.0
STAU2,(0.008189586490262529+0j),0.008189586490262529,17486.0
NXT2,(0.008189582249695557+0j),0.008189582249695557,17485.0
UBA6,(0.008188364764749689+0j),0.008188364764749689,17484.0
OSCP1,(0.008187325511279582+0j),0.008187325511279582,17483.0
NAGS,(0.008186206399804994+0j),0.008186206399804994,17482.0
PRKAR1A,(0.008185318173216726+0j),0.008185318173216726,17481.0
TCAF2,(0.008185283474120363+0j),0.008185283474120363,17480.0
PGM1,(0.008184426934198677+0j),0.008184426934198677,17479.0
BICDL2,(0.008183444342010082+0j),0.008183444342010082,17478.0
H2AC15,(0.00818293127474899+0j),0.00818293127474899,17477.0
GTF2A2,(0.00818153504072727+0j),0.00818153504072727,17476.0
GGPS1,(0.00818121442255605+0j),0.00818121442255605,17475.0
FOCAD,(0.008180872178818332+0j),0.008180872178818332,17474.0
MRPL58,(0.008180414789205536+0j),0.008180414789205536,17473.0
DCAF12,(0.008179925085175798+0j),0.008179925085175798,17472.0
DOLPP1,(0.00817869604017526+0j),0.00817869604017526,17471.0
RCC1,(0.008178079191467954+0j),0.008178079191467954,17470.0
GMFB,(0.008176743198001024+0j),0.008176743198001024,17469.0
TMEM17,(0.008176567571133712+0j),0.008176567571133712,17468.0
ICE2,(0.008176001813083634+0j),0.008176001813083634,17467.0
TIMM9,(0.008175056946633716+0j),0.008175056946633716,17466.0
SCNN1B,(0.008174775562873389+0j),0.008174775562873389,17465.0
TGFBR3,(0.008172700747436049+0j),0.008172700747436049,17464.0
ARG2,(0.008172666314640647+0j),0.008172666314640647,17463.0
NDUFB6,(0.008172348750117693+0j),0.008172348750117693,17462.0
OTULINL,(0.008170864732678784+0j),0.008170864732678784,17461.0
BORCS7,(0.008170846750717206+0j),0.008170846750717206,17460.0
HNF4G,(0.008170008126718925+0j),0.008170008126718925,17459.0
YWHAQ,(0.008168664675914044+0j),0.008168664675914044,17458.0
RSPH10B,(0.008165668679860672+0j),0.008165668679860672,17457.0
SCARA3,(0.00816561793322474+0j),0.00816561793322474,17456.0
ISOC1,(0.008165514081658823+0j),0.008165514081658823,17455.0
PLEKHD1,(0.00816489663790259+0j),0.00816489663790259,17454.0
TMEM41B,(0.008162280541587127+0j),0.008162280541587127,17453.0
DOCK3,(0.008162096385973362+0j),0.008162096385973362,17452.0
PAQR5,(0.008159311352967002+0j),0.008159311352967002,17451.0
DCLK2,(0.008159287636037993+0j),0.008159287636037993,17450.0
ZDHHC11B,(0.008158759994827163+0j),0.008158759994827163,17449.0
ACSBG1,(0.008157867916194503+0j),0.008157867916194503,17448.0
LILRA2,(0.008156665036804522+0j),0.008156665036804522,17447.0
TDRKH,(0.008154716841403604+0j),0.008154716841403604,17446.0
PREPL,(0.008154481243925066+0j),0.008154481243925066,17445.0
RAD54L,(0.008152293361791655+0j),0.008152293361791655,17444.0
ENOSF1,(0.008151098945259852+0j),0.008151098945259852,17443.0
AMZ1,(0.00814830335135681+0j),0.00814830335135681,17442.0
CARS1,(0.008148263422168704+0j),0.008148263422168704,17441.0
CRY1,(0.008148172872776992+0j),0.008148172872776992,17440.0
TAF7L,(0.008148126854097637+0j),0.008148126854097637,17439.0
CACYBP,(0.008147470860723826+0j),0.008147470860723826,17438.0
PRADC1,(0.008145579675579079+0j),0.008145579675579079,17437.0
CLMN,(0.008145259137915117+0j),0.008145259137915117,17436.0
SNAPC3,(0.008143350171683824+0j),0.008143350171683824,17435.0
MSH3,(0.008141896107609098+0j),0.008141896107609098,17434.0
KIFAP3,(0.008141714538414283+0j),0.008141714538414283,17433.0
UCHL1,(0.008141495444376671+0j),0.008141495444376671,17432.0
KCNS2,(0.008141448470478421+0j),0.008141448470478421,17431.0
NFIB,(0.008141223669579596+0j),0.008141223669579596,17430.0
AMN1,(0.008139877034200436+0j),0.008139877034200436,17429.0
FLNC,(0.008139821962731728+0j),0.008139821962731728,17428.0
TTC26,(0.008139805818335016+0j),0.008139805818335016,17427.0
MTHFD2,(0.008139170942433159+0j),0.008139170942433159,17426.0
VTA1,(0.008139112935003754+0j),0.008139112935003754,17425.0
FAM98B,(0.008138541006537303+0j),0.008138541006537303,17424.0
CDON,(0.008137117707263868+0j),0.008137117707263868,17423.0
KIAA0895,(0.008136856281690632+0j),0.008136856281690632,17422.0
KRT19,(0.008135940470500312+0j),0.008135940470500312,17420.5
CRISP3,(0.008135940470500312+0j),0.008135940470500312,17420.5
POTEG,(0.008134012823834814+0j),0.008134012823834814,17419.0
PRIM2,(0.008133826550100157+0j),0.008133826550100157,17418.0
BST1,(0.008133672409323662+0j),0.008133672409323662,17417.0
PPP2R5C,(0.008133049407782233+0j),0.008133049407782233,17416.0
WBP4,(0.008131906148475865+0j),0.008131906148475865,17415.0
AZGP1,(0.00813146966901344+0j),0.00813146966901344,17414.0
HNRNPA1L3,(0.008131391890069815+0j),0.008131391890069815,17413.0
ZDHHC11,(0.008131345844813202+0j),0.008131345844813202,17412.0
TOMM70,(0.00813130446205119+0j),0.00813130446205119,17411.0
TLCD2,(0.008130044502451373+0j),0.008130044502451373,17410.0
GYG1,(0.008129562173854592+0j),0.008129562173854592,17409.0
AAMDC,(0.008129484155832088+0j),0.008129484155832088,17408.0
TMX1,(0.008129389768960726+0j),0.008129389768960726,17407.0
FHOD3,(0.008128154925527464+0j),0.008128154925527464,17406.0
ALOX5AP,(0.008127980501052913+0j),0.008127980501052913,17405.0
TMED10,(0.008127408105765559+0j),0.008127408105765559,17404.0
SULT6B1,(0.008123747063379084+0j),0.008123747063379084,17403.0
CDR2,(0.0081233889004227+0j),0.0081233889004227,17402.0
TMEM106C,(0.008123128535147647+0j),0.008123128535147647,17401.0
AMMECR1,(0.008123117612784524+0j),0.008123117612784524,17400.0
DOCK4,(0.008122750797705811+0j),0.008122750797705811,17399.0
MORF4L1,(0.008122528960379535+0j),0.008122528960379535,17398.0
SLC35A1,(0.008121897764306161+0j),0.008121897764306161,17397.0
TM9SF2,(0.008120439234021583+0j),0.008120439234021583,17396.0
ETDC,(0.008120221404714741+0j),0.008120221404714741,17395.0
MRPL2,(0.008119390621148118+0j),0.008119390621148118,17394.0
MOB1A,(0.008118513167349928+0j),0.008118513167349928,17393.0
TMEM37,(0.008118391858904731+0j),0.008118391858904731,17392.0
APOOL,(0.008116073870518754+0j),0.008116073870518754,17391.0
DGCR6L,(0.008115982490590345+0j),0.008115982490590345,17390.0
SLCO2B1,(0.008115106301454095+0j),0.008115106301454095,17389.0
OR52N2,(0.008115032610995327+0j),0.008115032610995327,17388.0
GTPBP8,(0.008114802910500478+0j),0.008114802910500478,17387.0
TMEM86A,(0.008114463120673463+0j),0.008114463120673463,17386.0
USP13,(0.008114201060994598+0j),0.008114201060994598,17385.0
CAPZA2,(0.008113713751612748+0j),0.008113713751612748,17384.0
MDH1,(0.008113044209046164+0j),0.008113044209046164,17383.0
ORC3,(0.008112561800223867+0j),0.008112561800223867,17382.0
WDR47,(0.008112451467308305+0j),0.008112451467308305,17381.0
ADAM23,(0.008111945267537545+0j),0.008111945267537545,17380.0
HAUS1,(0.008111271688684864+0j),0.008111271688684864,17379.0
RPGR,(0.008110478869478358+0j),0.008110478869478358,17378.0
MLLT3,(0.008110202074549728+0j),0.008110202074549728,17377.0
ARMT1,(0.00810731718273559+0j),0.00810731718273559,17376.0
CX3CR1,(0.008106523804924746+0j),0.008106523804924746,17375.0
BAHCC1,(0.008106375397650764+0j),0.008106375397650764,17374.0
EBAG9,(0.008105014113786373+0j),0.008105014113786373,17373.0
ERRFI1,(0.008104839182154303+0j),0.008104839182154303,17372.0
MCU,(0.008103056474032264+0j),0.008103056474032264,17371.0
LSM4,(0.00810224692374015+0j),0.00810224692374015,17370.0
EEF1AKMT1,(0.00810200104886151+0j),0.00810200104886151,17369.0
C12orf4,(0.008101856768802106+0j),0.008101856768802106,17368.0
KSR2,(0.008101772595115124+0j),0.008101772595115124,17367.0
ANAPC11,(0.008099620746866588+0j),0.008099620746866588,17366.0
NQO1,(0.008099419375438566+0j),0.008099419375438566,17365.0
S100A10,(0.008097303058137323+0j),0.008097303058137323,17364.0
ZNF184,(0.008097053469685724+0j),0.008097053469685724,17363.0
JAM2,(0.008096553724401734+0j),0.008096553724401734,17362.0
KIAA2012,(0.00809633860353888+0j),0.00809633860353888,17361.0
KASH5,(0.008096025292563147+0j),0.008096025292563147,17360.0
WDR36,(0.008094987832861193+0j),0.008094987832861193,17359.0
CLPB,(0.008094835525055247+0j),0.008094835525055247,17358.0
OXSM,(0.008094823886886916+0j),0.008094823886886916,17357.0
SRP9,(0.008093109589720905+0j),0.008093109589720905,17356.0
PRKRA,(0.00809270120812233+0j),0.00809270120812233,17355.0
POGLUT2,(0.008092661612349214+0j),0.008092661612349214,17354.0
DMBT1,(0.008092449490074828+0j),0.008092449490074828,17353.0
PGAM1,(0.008092244318054413+0j),0.008092244318054413,17352.0
CCT5,(0.008091793639859084+0j),0.008091793639859084,17351.0
FDXR,(0.008090921013224395+0j),0.008090921013224395,17350.0
VAMP7,(0.008090784234845294+0j),0.008090784234845294,17349.0
SPTLC1,(0.008090616400528945+0j),0.008090616400528945,17348.0
ZNF724,(0.008090603318141019+0j),0.008090603318141019,17347.0
CWC25,(0.008089538033775517+0j),0.008089538033775517,17346.0
DAZL,(0.008088085956700339+0j),0.008088085956700339,17345.0
NSMCE1,(0.008087866122393548+0j),0.008087866122393548,17344.0
HSD11B1L,(0.008087173556531973+0j),0.008087173556531973,17343.0
PDHB,(0.00808714293737781+0j),0.00808714293737781,17342.0
HMX3,(0.008086848384814172+0j),0.008086848384814172,17341.0
SMIM45,(0.008086691101710033+0j),0.008086691101710033,17340.0
BTBD10,(0.008083899264890533+0j),0.008083899264890533,17339.0
ST13,(0.008082171494139409+0j),0.008082171494139409,17338.0
MAGED2,(0.008081499645133574+0j),0.008081499645133574,17337.0
NYAP1,(0.00808091271398077+0j),0.00808091271398077,17336.0
CDK5RAP1,(0.008080492390314449+0j),0.008080492390314449,17335.0
EDDM13,(0.008080378246883398+0j),0.008080378246883398,17334.0
SPACA3,(0.008077603935450805+0j),0.008077603935450805,17333.0
MRPS6,(0.008077431881055521+0j),0.008077431881055521,17332.0
CTAGE15,(0.008077332673577266+0j),0.008077332673577266,17331.0
SNX24,(0.008076816890068148+0j),0.008076816890068148,17330.0
GAREM1,(0.008075601366727567+0j),0.008075601366727567,17329.0
WDR89,(0.008075505590948091+0j),0.008075505590948091,17328.0
RBMXL1,(0.0080749530394261+0j),0.0080749530394261,17327.0
UHRF1BP1L,(0.008074475077213114+0j),0.008074475077213114,17326.0
FAM76B,(0.00807439848564691+0j),0.00807439848564691,17325.0
DCAF16,(0.008073482302858865+0j),0.008073482302858865,17324.0
ZNF670-ZNF695,(0.008073373738482619+0j),0.008073373738482619,17323.0
MEA1,(0.008072485896103355+0j),0.008072485896103355,17322.0
APBB2,(0.008072138306128084+0j),0.008072138306128084,17321.0
TSPAN32,(0.008071232978932178+0j),0.008071232978932178,17320.0
NUDT2,(0.008071146646087365+0j),0.008071146646087365,17319.0
FAM156A,(0.008070605534067016+0j),0.008070605534067016,17318.0
SLC10A7,(0.00807010031007806+0j),0.00807010031007806,17317.0
CDADC1,(0.00806888967790604+0j),0.00806888967790604,17316.0
FPGT,(0.008068426461819978+0j),0.008068426461819978,17315.0
PHACTR4,(0.008067654309524986+0j),0.008067654309524986,17314.0
OXCT1,(0.008067445415643871+0j),0.008067445415643871,17313.0
LMNB2,(0.008067183339872502+0j),0.008067183339872502,17312.0
CUTC,(0.008066930534812005+0j),0.008066930534812005,17311.0
ZNF534,(0.008066405664753123+0j),0.008066405664753123,17310.0
DNAJC12,(0.008066281868522873+0j),0.008066281868522873,17309.0
RNF130,(0.008066107416640473+0j),0.008066107416640473,17308.0
ECI2,(0.008065562637278267+0j),0.008065562637278267,17307.0
ERG28,(0.008065146434936384+0j),0.008065146434936384,17306.0
INTS13,(0.008065104188044339+0j),0.008065104188044339,17305.0
KCNAB3,(0.008064871867394241+0j),0.008064871867394241,17304.0
CAV2,(0.008064865216866418+0j),0.008064865216866418,17303.0
MAB21L3,(0.008063730891965739+0j),0.008063730891965739,17302.0
TFAM,(0.00806355353290663+0j),0.00806355353290663,17301.0
UBE2L5,(0.008062776467555247+0j),0.008062776467555247,17300.0
CAPN8,(0.008062748553939793+0j),0.008062748553939793,17299.0
THAP10,(0.008062100445140892+0j),0.008062100445140892,17298.0
POC1B,(0.008061051112071395+0j),0.008061051112071395,17297.0
EXOC4,(0.008060867076831445+0j),0.008060867076831445,17296.0
POM121L2,(0.008060832566649611+0j),0.008060832566649611,17295.0
SDHAF4,(0.008059837334352362+0j),0.008059837334352362,17294.0
PROSER3,(0.008059239730025041+0j),0.008059239730025041,17293.0
PPIP5K2,(0.00805918735064944+0j),0.00805918735064944,17292.0
H2BC5,(0.008058907578702736+0j),0.008058907578702736,17291.0
PIWIL2,(0.008058704341075107+0j),0.008058704341075107,17290.0
THRAP3,(0.008058152514259573+0j),0.008058152514259573,17289.0
TPGS2,(0.008056606209013637+0j),0.008056606209013637,17288.0
ZYG11A,(0.008055153873403727+0j),0.008055153873403727,17287.0
AFG1L,(0.008054714896228863+0j),0.008054714896228863,17286.0
ELOVL5,(0.008054637822507857+0j),0.008054637822507857,17285.0
DMKN,(0.008053923078157152+0j),0.008053923078157152,17284.0
SMARCAL1,(0.008052468426275543+0j),0.008052468426275543,17283.0
HSD17B7,(0.00805222157385633+0j),0.00805222157385633,17282.0
FGL2,(0.008052180311479055+0j),0.008052180311479055,17281.0
AKR1B1,(0.008051843388577815+0j),0.008051843388577815,17280.0
GOLIM4,(0.008051780594534938+0j),0.008051780594534938,17279.0
PPFIA4,(0.008051258085141375+0j),0.008051258085141375,17278.0
MMAA,(0.008051243747571423+0j),0.008051243747571423,17277.0
DUSP18,(0.00805045625716985+0j),0.00805045625716985,17276.0
SCAMP1,(0.008049947716873807+0j),0.008049947716873807,17275.0
NKAIN3,(0.008049565991936857+0j),0.008049565991936857,17274.0
PSMC3,(0.008048857066914048+0j),0.008048857066914048,17273.0
IARS1,(0.00804803036538767+0j),0.00804803036538767,17272.0
UBE3D,(0.008047428523692926+0j),0.008047428523692926,17271.0
AP1AR,(0.008047299502424348+0j),0.008047299502424348,17270.0
AQR,(0.00804716481127695+0j),0.00804716481127695,17269.0
MGST3,(0.008046081492634215+0j),0.008046081492634215,17268.0
CAMKMT,(0.00804510180715392+0j),0.00804510180715392,17267.0
SHMT2,(0.008044559642895702+0j),0.008044559642895702,17266.0
KRTAP5-7,(0.008042790963790764+0j),0.008042790963790764,17265.0
GRIP2,(0.008042717869079449+0j),0.008042717869079449,17264.0
MIP,(0.008042353977737773+0j),0.008042353977737773,17263.0
TPI1,(0.008042347708521911+0j),0.008042347708521911,17262.0
TM4SF20,(0.008041897422837565+0j),0.008041897422837565,17261.0
ATP5PB,(0.008041264128400524+0j),0.008041264128400524,17260.0
PDK1,(0.00804089250178271+0j),0.00804089250178271,17259.0
WNT4,(0.00804004600631955+0j),0.00804004600631955,17258.0
AZIN1,(0.008039053564673748+0j),0.008039053564673748,17257.0
RPGRIP1L,(0.008038884858248848+0j),0.008038884858248848,17256.0
STK32A,(0.00803812795562505+0j),0.00803812795562505,17255.0
HTRA3,(0.008037362474739703+0j),0.008037362474739703,17254.0
PSMD10,(0.008037102453267603+0j),0.008037102453267603,17253.0
ZDHHC15,(0.008036257837225943+0j),0.008036257837225943,17252.0
